interaction,ligand,receptor,type,classification,source
CCL8->-CCR5,CCL8,CCR5,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CD177->-PECAM1,CD177,PECAM1,contact,,CellPhoneDB-v5
CD1D->-LILRB2,CD1D,LILRB2,contact,,CellPhoneDB-v5
CD200->-CD200R1,CD200,CD200R1,contact,,CellPhoneDB-v5
CD24->-SELP,CD24,SELP,contact,,CellPhoneDB-v5
CD248->-IL6R,CD248,IL6R,contact,,CellPhoneDB-v5
CD274->-CD80,CD274,CD80,contact,,CellPhoneDB-v5
CD274->-PDCD1,CD274,PDCD1,contact,,CellPhoneDB-v5
CD276->-TREML2,CD276,TREML2,contact,,CellPhoneDB-v5
CD320->-JAML,CD320,JAML,contact,,CellPhoneDB-v5
CD34->-SELL,CD34,SELL,contact,,CellPhoneDB-v5
CD34->-SELP,CD34,SELP,contact,,CellPhoneDB-v5
CD40LG->-CD40,CD40LG,CD40,diffusion,,CellPhoneDB-v5
CD40LG->-ITGA2B_ITGB3,CD40LG,ITGA2B_ITGB3,diffusion,,CellPhoneDB-v5
CD40LG->-ITGB1_ITGA5,CD40LG,ITGB1_ITGA5,diffusion,,CellPhoneDB-v5
CD44->-SELE,CD44,SELE,contact,,CellPhoneDB-v5
CD44->-TYROBP,CD44,TYROBP,contact,,CellPhoneDB-v5
CD47->-SIRPA,CD47,SIRPA,contact,,CellPhoneDB-v5
CD47->-SIRPG,CD47,SIRPG,contact,,CellPhoneDB-v5
CD48->-CD244,CD48,CD244,contact,,CellPhoneDB-v5
CD52->-SIGLEC10,CD52,SIGLEC10,contact,,CellPhoneDB-v5
CD55->-ADGRE5,CD55,ADGRE5,diffusion,,CellPhoneDB-v5
CD58->-CD2,CD58,CD2,contact,,CellPhoneDB-v5
CD70->-CD27,CD70,CD27,diffusion,,CellPhoneDB-v5
CD80->-CD28,CD80,CD28,contact,,CellPhoneDB-v5
CD80->-CTLA4,CD80,CTLA4,contact,,CellPhoneDB-v5
CD80->-NGFR,CD80,NGFR,contact,,CellPhoneDB-v5
CD86->-CD28,CD86,CD28,contact,,CellPhoneDB-v5
CD86->-CTLA4,CD86,CTLA4,contact,,CellPhoneDB-v5
CD93->-IFNGR1,CD93,IFNGR1,contact,,CellPhoneDB-v5
CD99->-PILRA,CD99,PILRA,contact,,CellPhoneDB-v5
CDH1->-KLRG1,CDH1,KLRG1,contact,Adhesion by Cadherin,CellPhoneDB-v5
CDH2->-FCER2,CDH2,FCER2,contact,Adhesion by Cadherin,CellPhoneDB-v5
CEL->-RORA,CEL,RORA,diffusion,Signaling by Cholesterol,CellPhoneDB-v5
CEL->-RORC,CEL,RORC,diffusion,Signaling by Cholesterol,CellPhoneDB-v5
CGA_FSHB->-FSHR,CGA_FSHB,FSHR,diffusion,Signaling by Choriogonadotropin,CellPhoneDB-v5
CGA_LHB->-LHCGR,CGA_LHB,LHCGR,diffusion,Signaling by Choriogonadotropin,CellPhoneDB-v5
CGA_TSHB->-TSHR,CGA_TSHB,TSHR,diffusion,Signaling by Choriogonadotropin,CellPhoneDB-v5
CGB1_CGA->-LHCGR,CGB1_CGA,LHCGR,diffusion,Signaling by Choriogonadotropin,CellPhoneDB-v5
CGB2_CGA->-LHCGR,CGB2_CGA,LHCGR,diffusion,Signaling by Choriogonadotropin,CellPhoneDB-v5
CGB3_CGA->-LHCGR,CGB3_CGA,LHCGR,diffusion,Signaling by Choriogonadotropin,CellPhoneDB-v5
CGB7_CGA->-LHCGR,CGB7_CGA,LHCGR,diffusion,Signaling by Choriogonadotropin,CellPhoneDB-v5
CHAT->-CHRM1,CHAT,CHRM1,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRM2,CHAT,CHRM2,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRM3,CHAT,CHRM3,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRM4,CHAT,CHRM4,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRM5,CHAT,CHRM5,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRNA1,CHAT,CHRNA1,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRNA2_CHRNB3,CHAT,CHRNA2_CHRNB3,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRNA3_CHRNB2_CHRNA5,CHAT,CHRNA3_CHRNB2_CHRNA5,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRNA3_CHRNB4_CHRNA5,CHAT,CHRNA3_CHRNB4_CHRNA5,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRNA4_CHRNB2,CHAT,CHRNA4_CHRNB2,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRNA6_CHRNA4_CHRNB3,CHAT,CHRNA6_CHRNA4_CHRNB3,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRNA6_CHRNB3_CHRNB4,CHAT,CHRNA6_CHRNB3_CHRNB4,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CHAT->-CHRNA7,CHAT,CHRNA7,diffusion,Signaling by Acetylcholine,CellPhoneDB-v5
CLCF1->-CNTFR_LIFR_IL6ST,CLCF1,CNTFR_LIFR_IL6ST,diffusion,,CellPhoneDB-v5
CLEC2A->-KLRF2,CLEC2A,KLRF2,contact,Signaling by Leptin,CellPhoneDB-v5
CLEC2B->-KLRF1,CLEC2B,KLRF1,contact,Signaling by Leptin,CellPhoneDB-v5
CLSTN1->-NRXN1,CLSTN1,NRXN1,contact,Signaling by Calsyntenin,CellPhoneDB-v5
CLSTN1->-NRXN2,CLSTN1,NRXN2,contact,Signaling by Calsyntenin,CellPhoneDB-v5
CLSTN1->-NRXN3,CLSTN1,NRXN3,contact,Signaling by Calsyntenin,CellPhoneDB-v5
CLSTN2->-NRXN1,CLSTN2,NRXN1,contact,Signaling by Calsyntenin,CellPhoneDB-v5
CLSTN2->-NRXN2,CLSTN2,NRXN2,contact,Signaling by Calsyntenin,CellPhoneDB-v5
CLSTN2->-NRXN3,CLSTN2,NRXN3,contact,Signaling by Calsyntenin,CellPhoneDB-v5
CLSTN3->-NRXN1,CLSTN3,NRXN1,contact,Signaling by Calsyntenin,CellPhoneDB-v5
CLSTN3->-NRXN2,CLSTN3,NRXN2,contact,Signaling by Calsyntenin,CellPhoneDB-v5
CLSTN3->-NRXN3,CLSTN3,NRXN3,contact,Signaling by Calsyntenin,CellPhoneDB-v5
CLU->-TREM2_TYROBP,CLU,TREM2_TYROBP,diffusion,,CellPhoneDB-v5
CNTF->-CNTFR_LIFR_IL6ST,CNTF,CNTFR_LIFR_IL6ST,diffusion,,CellPhoneDB-v5
CNTN1->-NOTCH1,CNTN1,NOTCH1,contact,Signaling by Notch,CellPhoneDB-v5
CNTN1->-NOTCH2,CNTN1,NOTCH2,contact,Signaling by Notch,CellPhoneDB-v5
COL10A1->-ITGB1_ITGA1,COL10A1,ITGB1_ITGA1,diffusion,Adhesion by Collagen/Integrin,CellPhoneDB-v5
CORT->-SSTR1,CORT,SSTR1,diffusion,Signaling by Somatostatin,CellPhoneDB-v5
CORT->-SSTR2,CORT,SSTR2,diffusion,Signaling by Somatostatin,CellPhoneDB-v5
CORT->-SSTR3,CORT,SSTR3,diffusion,Signaling by Somatostatin,CellPhoneDB-v5
CORT->-SSTR4,CORT,SSTR4,diffusion,Signaling by Somatostatin,CellPhoneDB-v5
CORT->-SSTR5,CORT,SSTR5,diffusion,Signaling by Somatostatin,CellPhoneDB-v5
CRH->-CRHR1,CRH,CRHR1,diffusion,Signaling by Corticotropin-releasing factor,CellPhoneDB-v5
CRH->-CRHR2,CRH,CRHR2,diffusion,Signaling by Corticotropin-releasing factor,CellPhoneDB-v5
CSF1->-CSF1R,CSF1,CSF1R,diffusion,Signaling by Colony-Stimulating factor,CellPhoneDB-v5
CSF2->-CSF2RB_CSF2RA,CSF2,CSF2RB_CSF2RA,diffusion,Signaling by Colony-Stimulating factor,CellPhoneDB-v5
CSF3->-CSF3R,CSF3,CSF3R,diffusion,Signaling by Colony-Stimulating factor,CellPhoneDB-v5
CSPG4->-ITGB1_ITGA3,CSPG4,ITGB1_ITGA3,contact,,CellPhoneDB-v5
CTSG->-F2RL3,CTSG,F2RL3,diffusion,Signaling by Cathepsin,CellPhoneDB-v5
CTSG->-FPR1,CTSG,FPR1,diffusion,Signaling by Cathepsin,CellPhoneDB-v5
CX3CL1->-CX3CR1,CX3CL1,CX3CR1,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL1->-ACKR1,CXCL1,ACKR1,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL1->-CXCR1,CXCL1,CXCR1,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL1->-CXCR2,CXCL1,CXCR2,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL10->-CXCR3,CXCL10,CXCR3,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL10->-DPP4,CXCL10,DPP4,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL11->-ACKR3,CXCL11,ACKR3,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL11->-CXCR3,CXCL11,CXCR3,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL11->-DPP4,CXCL11,DPP4,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL12->-CXCR4,CXCL12,CXCR4,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL12->-DPP4,CXCL12,DPP4,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL13->-ACKR4,CXCL13,ACKR4,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL13->-CXCR5,CXCL13,CXCR5,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL14->-CXCR4,CXCL14,CXCR4,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL16->-CXCR6,CXCL16,CXCR6,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL2->-CXCR2,CXCL2,CXCR2,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL2->-DPP4,CXCL2,DPP4,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL3->-CXCR2,CXCL3,CXCR2,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL5->-CXCR1,CXCL5,CXCR1,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL5->-CXCR2,CXCL5,CXCR2,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL6->-CXCR1,CXCL6,CXCR1,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL6->-CXCR2,CXCL6,CXCR2,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL8->-ACKR1,CXCL8,ACKR1,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL8->-CXCR1,CXCL8,CXCR1,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL8->-CXCR2,CXCL8,CXCR2,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL9->-CXCR3,CXCL9,CXCR3,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CXCL9->-DPP4,CXCL9,DPP4,diffusion,Signaling by Chemokines,CellPhoneDB-v5
CYP11A1->-NR1H4,CYP11A1,NR1H4,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP11A1_FDX2_FDX1_FDXR->-NR1I2,CYP11A1_FDX2_FDX1_FDXR,NR1I2,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP11B1->-NR3C1,CYP11B1,NR3C1,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP11B1->-NR3C2,CYP11B1,NR3C2,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP11B2->-NR3C1,CYP11B2,NR3C1,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP11B2->-NR3C2,CYP11B2,NR3C2,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP17A1->-AR,CYP17A1,AR,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP19A1->-ESR1,CYP19A1,ESR1,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP19A1->-ESR2,CYP19A1,ESR2,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP19A1->-GPER1,CYP19A1,GPER1,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP19A1->-NR1I2,CYP19A1,NR1I2,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP21A2->-NR3C2,CYP21A2,NR3C2,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP27B1->-VDR,CYP27B1,VDR,diffusion,Signaling by Steroids,CellPhoneDB-v5
CYP3A4->-NR1H4,CYP3A4,NR1H4,diffusion,Signaling by Steroids,CellPhoneDB-v5
DAG1->-NRXN3,DAG1,NRXN3,diffusion,,CellPhoneDB-v5
DAGLA->-CNR1,DAGLA,CNR1,diffusion,Signaling by Arachidonoylglycerol,CellPhoneDB-v5
DAGLA->-CNR2,DAGLA,CNR2,diffusion,Signaling by Arachidonoylglycerol,CellPhoneDB-v5
DAGLA->-GPR55,DAGLA,GPR55,diffusion,Signaling by Arachidonoylglycerol,CellPhoneDB-v5
DAGLB->-CNR1,DAGLB,CNR1,diffusion,Signaling by Arachidonoylglycerol,CellPhoneDB-v5
DAGLB->-CNR2,DAGLB,CNR2,diffusion,Signaling by Arachidonoylglycerol,CellPhoneDB-v5
DAGLB->-GPR55,DAGLB,GPR55,diffusion,Signaling by Arachidonoylglycerol,CellPhoneDB-v5
DBH_SLC18A1->-ADRA1A,DBH_SLC18A1,ADRA1A,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A1->-ADRA1B,DBH_SLC18A1,ADRA1B,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A1->-ADRA1D,DBH_SLC18A1,ADRA1D,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A1->-ADRA2A,DBH_SLC18A1,ADRA2A,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A1->-ADRA2B,DBH_SLC18A1,ADRA2B,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A1->-ADRA2C,DBH_SLC18A1,ADRA2C,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A1->-ADRB1,DBH_SLC18A1,ADRB1,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A1->-ADRB2,DBH_SLC18A1,ADRB2,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A1->-ADRB3,DBH_SLC18A1,ADRB3,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A2->-ADRA1A,DBH_SLC18A2,ADRA1A,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A2->-ADRA1B,DBH_SLC18A2,ADRA1B,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A2->-ADRA1D,DBH_SLC18A2,ADRA1D,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A2->-ADRA2A,DBH_SLC18A2,ADRA2A,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A2->-ADRA2B,DBH_SLC18A2,ADRA2B,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A2->-ADRA2C,DBH_SLC18A2,ADRA2C,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A2->-ADRB1,DBH_SLC18A2,ADRB1,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A2->-ADRB2,DBH_SLC18A2,ADRB2,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC18A2->-ADRB3,DBH_SLC18A2,ADRB3,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC6A2->-ADRA1A,DBH_SLC6A2,ADRA1A,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC6A2->-ADRA1B,DBH_SLC6A2,ADRA1B,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC6A2->-ADRA1D,DBH_SLC6A2,ADRA1D,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC6A2->-ADRA2A,DBH_SLC6A2,ADRA2A,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC6A2->-ADRA2B,DBH_SLC6A2,ADRA2B,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC6A2->-ADRA2C,DBH_SLC6A2,ADRA2C,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC6A2->-ADRB1,DBH_SLC6A2,ADRB1,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC6A2->-ADRB2,DBH_SLC6A2,ADRB2,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DBH_SLC6A2->-ADRB3,DBH_SLC6A2,ADRB3,diffusion,Signaling by Noradrenaline,CellPhoneDB-v5
DDC->-DRD1,DDC,DRD1,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-DRD2,DDC,DRD2,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-DRD3,DDC,DRD3,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-DRD4,DDC,DRD4,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-DRD5,DDC,DRD5,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR1A,DDC,HTR1A,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR1B,DDC,HTR1B,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR1D,DDC,HTR1D,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR1E,DDC,HTR1E,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR1F,DDC,HTR1F,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR2A,DDC,HTR2A,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR2B,DDC,HTR2B,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR2C,DDC,HTR2C,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR3A,DDC,HTR3A,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR3B,DDC,HTR3B,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR3C,DDC,HTR3C,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR3D,DDC,HTR3D,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR3E,DDC,HTR3E,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR4,DDC,HTR4,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR5A,DDC,HTR5A,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR6,DDC,HTR6,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-HTR7,DDC,HTR7,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC->-TAAR1,DDC,TAAR1,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC18A1->-DRD1,DDC_SLC18A1,DRD1,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC18A1->-DRD2,DDC_SLC18A1,DRD2,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC18A1->-DRD3,DDC_SLC18A1,DRD3,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC18A1->-DRD4,DDC_SLC18A1,DRD4,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC18A1->-DRD5,DDC_SLC18A1,DRD5,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC18A2->-DRD1,DDC_SLC18A2,DRD1,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC18A2->-DRD2,DDC_SLC18A2,DRD2,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC18A2->-DRD3,DDC_SLC18A2,DRD3,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC18A2->-DRD4,DDC_SLC18A2,DRD4,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC18A2->-DRD5,DDC_SLC18A2,DRD5,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC6A3->-DRD1,DDC_SLC6A3,DRD1,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC6A3->-DRD2,DDC_SLC6A3,DRD2,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC6A3->-DRD3,DDC_SLC6A3,DRD3,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC6A3->-DRD4,DDC_SLC6A3,DRD4,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DDC_SLC6A3->-DRD5,DDC_SLC6A3,DRD5,diffusion,Signaling by Serotonin/Dopamine,CellPhoneDB-v5
DHCR24->-RORA,DHCR24,RORA,diffusion,Signaling by Cholesterol/Desmosterol,CellPhoneDB-v5
DHCR24->-RORC,DHCR24,RORC,diffusion,Signaling by Cholesterol/Desmosterol,CellPhoneDB-v5
DHCR7->-NR1H2,DHCR7,NR1H2,diffusion,Signaling by Cholesterol/Desmosterol,CellPhoneDB-v5
DHCR7->-NR1H3,DHCR7,NR1H3,diffusion,Signaling by Cholesterol/Desmosterol,CellPhoneDB-v5
DHCR7->-RORA,DHCR7,RORA,diffusion,Signaling by Cholesterol/Desmosterol,CellPhoneDB-v5
DHCR7->-RORC,DHCR7,RORC,diffusion,Signaling by Cholesterol/Desmosterol,CellPhoneDB-v5
DHH->-PTCH1_BOC,DHH,PTCH1_BOC,diffusion,Signaling by Desert hedgehog,CellPhoneDB-v5
DHH->-PTCH1_CDON,DHH,PTCH1_CDON,diffusion,Signaling by Desert hedgehog,CellPhoneDB-v5
DHH->-PTCH1_GAS1,DHH,PTCH1_GAS1,diffusion,Signaling by Desert hedgehog,CellPhoneDB-v5
DHRS9->-PGR,DHRS9,PGR,diffusion,Signaling by Steroids,CellPhoneDB-v5
DIO3_TG->-THRA,DIO3_TG,THRA,diffusion,Signaling by Triiodothyronine,CellPhoneDB-v5
DIO3_TG->-THRB,DIO3_TG,THRB,diffusion,Signaling by Triiodothyronine,CellPhoneDB-v5
DKK1->-KREMEN1_LRP6,DKK1,KREMEN1_LRP6,diffusion,Signaling by WNT inhibition,CellPhoneDB-v5
DKK1->-KREMEN2_LRP6,DKK1,KREMEN2_LRP6,diffusion,Signaling by WNT inhibition,CellPhoneDB-v5
DKK1->-LRP5,DKK1,LRP5,diffusion,Signaling by WNT,CellPhoneDB-v5
DKK1->-LRP6,DKK1,LRP6,diffusion,Signaling by WNT,CellPhoneDB-v5
DKK2->-KREMEN2_LRP6,DKK2,KREMEN2_LRP6,diffusion,Signaling by WNT inhibition,CellPhoneDB-v5
DKK2->-LRP6,DKK2,LRP6,diffusion,Signaling by WNT,CellPhoneDB-v5
DLK1->-NOTCH1,DLK1,NOTCH1,contact,Signaling by Notch,CellPhoneDB-v5
DLK1->-NOTCH2,DLK1,NOTCH2,contact,Signaling by Notch,CellPhoneDB-v5
DLK1->-NOTCH3,DLK1,NOTCH3,contact,Signaling by Notch,CellPhoneDB-v5
DLK1->-NOTCH4,DLK1,NOTCH4,contact,Signaling by Notch,CellPhoneDB-v5
DLL1->-NOTCH1,DLL1,NOTCH1,contact,Signaling by Notch,CellPhoneDB-v5
DLL1->-NOTCH2,DLL1,NOTCH2,contact,Signaling by Notch,CellPhoneDB-v5
DLL1->-NOTCH3,DLL1,NOTCH3,contact,Signaling by Notch,CellPhoneDB-v5
DLL1->-NOTCH4,DLL1,NOTCH4,contact,Signaling by Notch,CellPhoneDB-v5
DLL3->-NOTCH1,DLL3,NOTCH1,contact,Signaling by Notch,CellPhoneDB-v5
DLL3->-NOTCH2,DLL3,NOTCH2,contact,Signaling by Notch,CellPhoneDB-v5
DLL3->-NOTCH3,DLL3,NOTCH3,contact,Signaling by Notch,CellPhoneDB-v5
DLL3->-NOTCH4,DLL3,NOTCH4,contact,Signaling by Notch,CellPhoneDB-v5
DLL4->-NOTCH1,DLL4,NOTCH1,contact,Signaling by Notch,CellPhoneDB-v5
DLL4->-NOTCH2,DLL4,NOTCH2,contact,Signaling by Notch,CellPhoneDB-v5
DLL4->-NOTCH3,DLL4,NOTCH3,contact,Signaling by Notch,CellPhoneDB-v5
DLL4->-NOTCH4,DLL4,NOTCH4,contact,Signaling by Notch,CellPhoneDB-v5
DPEP1->-CYSLTR1,DPEP1,CYSLTR1,diffusion,Signaling by Lipoxin/Leukotriene,CellPhoneDB-v5
DPEP1->-CYSLTR2,DPEP1,CYSLTR2,diffusion,Signaling by Lipoxin/Leukotriene,CellPhoneDB-v5
DPEP2->-CYSLTR1,DPEP2,CYSLTR1,diffusion,Signaling by Lipoxin/Leukotriene,CellPhoneDB-v5
DPEP2->-CYSLTR2,DPEP2,CYSLTR2,diffusion,Signaling by Lipoxin/Leukotriene,CellPhoneDB-v5
DPEP3->-CYSLTR1,DPEP3,CYSLTR1,diffusion,Signaling by Lipoxin/Leukotriene,CellPhoneDB-v5
DPEP3->-CYSLTR2,DPEP3,CYSLTR2,diffusion,Signaling by Lipoxin/Leukotriene,CellPhoneDB-v5
EBI3_IL12A->-IL6ST_IL12RB2,EBI3_IL12A,IL6ST_IL12RB2,diffusion,Signaling by Interleukin,CellPhoneDB-v5
EBI3_IL27->-IL27RA_IL6ST,EBI3_IL27,IL27RA_IL6ST,diffusion,Signaling by Interleukin,CellPhoneDB-v5
EDN1->-EDNRA,EDN1,EDNRA,diffusion,Signaling by Endothelin,CellPhoneDB-v5
EDN1->-EDNRB,EDN1,EDNRB,diffusion,Signaling by Endothelin,CellPhoneDB-v5
EDN2->-EDNRA,EDN2,EDNRA,diffusion,Signaling by Endothelin,CellPhoneDB-v5
EDN2->-EDNRB,EDN2,EDNRB,diffusion,Signaling by Endothelin,CellPhoneDB-v5
EDN3->-EDNRA,EDN3,EDNRA,diffusion,Signaling by Endothelin,CellPhoneDB-v5
EDN3->-EDNRB,EDN3,EDNRB,diffusion,Signaling by Endothelin,CellPhoneDB-v5
EFNA1->-EPHA1,EFNA1,EPHA1,diffusion,Signaling by Ephrin,CellPhoneDB-v5
EFNA1->-EPHA2,EFNA1,EPHA2,diffusion,Signaling by Ephrin,CellPhoneDB-v5
EFNA1->-EPHA3,EFNA1,EPHA3,diffusion,Signaling by Ephrin,CellPhoneDB-v5
EFNA1->-EPHA4,EFNA1,EPHA4,diffusion,Signaling by Ephrin,CellPhoneDB-v5
EFNA1->-EPHA5,EFNA1,EPHA5,diffusion,Signaling by Ephrin,CellPhoneDB-v5
EFNA1->-EPHA7,EFNA1,EPHA7,diffusion,Signaling by Ephrin,CellPhoneDB-v5
EFNA1->-EPHA8,EFNA1,EPHA8,diffusion,Signaling by Ephrin,CellPhoneDB-v5
